Spacecraft: DALA_SatFine

Start Time (UTC)            Stop Time (UTC)               Duration (s)    Occ Body        Type        Event Number  Total Duration (s)
11 Apr 2032 19:24:12.492    11 Apr 2032 20:25:49.438      3696.9459661    Jupiter         Umbra       1313          3696.9459661
11 Apr 2032 22:55:38.719    11 Apr 2032 23:57:16.345      3697.6260834    Jupiter         Umbra       1314          3697.6260834
12 Apr 2032 02:27:05.015    12 Apr 2032 03:28:43.458      3698.4424005    Jupiter         Umbra       1315          3698.4424005
12 Apr 2032 05:58:31.380    12 Apr 2032 07:00:10.734      3699.3536294    Jupiter         Umbra       1316          3699.3536294
12 Apr 2032 09:29:57.783    12 Apr 2032 10:31:38.049      3700.2662622    Jupiter         Umbra       1317          3700.2662622
12 Apr 2032 13:01:24.167    12 Apr 2032 14:03:05.227      3701.0593704    Jupiter         Umbra       1318          3701.0593704
12 Apr 2032 16:32:50.469    12 Apr 2032 17:34:32.085      3701.6167565    Jupiter         Umbra       1319          3701.6167565
12 Apr 2032 20:04:16.630    12 Apr 2032 21:05:58.488      3701.8575147    Jupiter         Umbra       1320          3701.8575147
12 Apr 2032 23:35:42.617    13 Apr 2032 00:37:24.376      3701.7584394    Jupiter         Umbra       1321          3701.7584394
13 Apr 2032 03:07:08.427    13 Apr 2032 04:08:49.790      3701.3632287    Jupiter         Umbra       1322          3701.3632287
13 Apr 2032 06:38:34.093    13 Apr 2032 07:40:14.868      3700.7754100    Jupiter         Umbra       1323          3700.7754100
13 Apr 2032 10:09:59.675    13 Apr 2032 11:11:39.810      3700.1354083    Jupiter         Umbra       1324          3700.1354083
13 Apr 2032 13:41:25.248    13 Apr 2032 14:43:04.835      3699.5865787    Jupiter         Umbra       1325          3699.5865787
13 Apr 2032 17:12:50.885    13 Apr 2032 18:14:30.124      3699.2393893    Jupiter         Umbra       1326          3699.2393893
13 Apr 2032 20:44:16.634    13 Apr 2032 21:45:55.779      3699.1448038    Jupiter         Umbra       1327          3699.1448038
14 Apr 2032 00:15:42.511    14 Apr 2032 01:17:21.796      3699.2846108    Jupiter         Umbra       1328          3699.2846108
14 Apr 2032 03:47:08.496    14 Apr 2032 04:48:48.076      3699.5802489    Jupiter         Umbra       1329          3699.5802489
14 Apr 2032 07:18:34.541    14 Apr 2032 08:20:14.458      3699.9171046    Jupiter         Umbra       1330          3699.9171046
14 Apr 2032 10:50:00.584    14 Apr 2032 11:51:40.760      3700.1762889    Jupiter         Umbra       1331          3700.1762889
14 Apr 2032 14:21:26.564    14 Apr 2032 15:23:06.830      3700.2657014    Jupiter         Umbra       1332          3700.2657014
14 Apr 2032 17:52:52.441    14 Apr 2032 18:54:32.585      3700.1438573    Jupiter         Umbra       1333          3700.1438573
14 Apr 2032 21:24:18.203    14 Apr 2032 22:25:58.034      3699.8313684    Jupiter         Umbra       1334          3699.8313684
15 Apr 2032 00:55:43.870    15 Apr 2032 01:57:23.277      3699.4063393    Jupiter         Umbra       1335          3699.4063393
15 Apr 2032 04:27:09.492    15 Apr 2032 05:28:48.476      3698.9838794    Jupiter         Umbra       1336          3698.9838794
15 Apr 2032 07:58:35.134    15 Apr 2032 09:00:13.818      3698.6846442    Jupiter         Umbra       1337          3698.6846442
15 Apr 2032 11:30:00.855    15 Apr 2032 12:31:39.456      3698.6010328    Jupiter         Umbra       1338          3698.6010328
15 Apr 2032 15:01:26.698    15 Apr 2032 16:03:05.469      3698.7711442    Jupiter         Umbra       1339          3698.7711442
15 Apr 2032 18:32:52.673    15 Apr 2032 19:34:31.842      3699.1689443    Jupiter         Umbra       1340          3699.1689443
15 Apr 2032 22:04:18.757    15 Apr 2032 23:05:58.471      3699.7136242    Jupiter         Umbra       1341          3699.7136242
16 Apr 2032 01:35:44.901    16 Apr 2032 02:37:25.194      3700.2925149    Jupiter         Umbra       1342          3700.2925149
16 Apr 2032 05:07:11.043    16 Apr 2032 06:08:51.835      3700.7921834    Jupiter         Umbra       1343          3700.7921834
16 Apr 2032 08:38:37.126    16 Apr 2032 09:40:18.255      3701.1289612    Jupiter         Umbra       1344          3701.1289612
16 Apr 2032 12:10:03.113    16 Apr 2032 13:11:44.385      3701.2721490    Jupiter         Umbra       1345          3701.2721490
16 Apr 2032 15:41:28.999    16 Apr 2032 16:43:10.253      3701.2545634    Jupiter         Umbra       1346          3701.2545634
16 Apr 2032 19:12:54.811    16 Apr 2032 20:14:35.979      3701.1675102    Jupiter         Umbra       1347          3701.1675102
16 Apr 2032 22:44:20.607    16 Apr 2032 23:46:01.746      3701.1396877    Jupiter         Umbra       1348          3701.1396877
17 Apr 2032 02:15:46.457    17 Apr 2032 03:17:27.762      3701.3045543    Jupiter         Umbra       1349          3701.3045543
17 Apr 2032 05:47:12.432    17 Apr 2032 06:48:54.197      3701.7651168    Jupiter         Umbra       1350          3701.7651168
17 Apr 2032 09:18:38.577    17 Apr 2032 10:20:21.144      3702.5665175    Jupiter         Umbra       1351          3702.5665175
17 Apr 2032 12:50:04.908    17 Apr 2032 13:51:48.592      3703.6845649    Jupiter         Umbra       1352          3703.6845649
17 Apr 2032 16:21:31.399    17 Apr 2032 17:23:16.432      3705.0330683    Jupiter         Umbra       1353          3705.0330683
17 Apr 2032 19:52:57.998    17 Apr 2032 20:54:44.484      3706.4865167    Jupiter         Umbra       1354          3706.4865167
17 Apr 2032 23:24:24.634    18 Apr 2032 00:26:12.545      3707.9106704    Jupiter         Umbra       1355          3707.9106704
18 Apr 2032 02:55:51.238    18 Apr 2032 03:57:40.432      3709.1940313    Jupiter         Umbra       1356          3709.1940313
18 Apr 2032 06:27:17.756    18 Apr 2032 07:29:08.029      3710.2729042    Jupiter         Umbra       1357          3710.2729042
18 Apr 2032 09:58:44.166    18 Apr 2032 11:00:35.311      3711.1444243    Jupiter         Umbra       1358          3711.1444243
18 Apr 2032 13:30:10.476    18 Apr 2032 14:32:02.340      3711.8639456    Jupiter         Umbra       1359          3711.8639456
18 Apr 2032 17:01:36.723    18 Apr 2032 18:03:29.250      3712.5274327    Jupiter         Umbra       1360          3712.5274327
18 Apr 2032 20:33:02.962    18 Apr 2032 21:34:56.203      3713.2409542    Jupiter         Umbra       1361          3713.2409542
19 Apr 2032 00:04:29.248    19 Apr 2032 01:06:23.335      3714.0868382    Jupiter         Umbra       1362          3714.0868382
19 Apr 2032 03:35:55.616    19 Apr 2032 04:37:50.713      3715.0972174    Jupiter         Umbra       1363          3715.0972174
19 Apr 2032 07:07:22.073    19 Apr 2032 08:09:18.316      3716.2427654    Jupiter         Umbra       1364          3716.2427654
19 Apr 2032 10:38:48.593    19 Apr 2032 11:40:46.032      3717.4393824    Jupiter         Umbra       1365          3717.4393824
19 Apr 2032 14:10:15.123    19 Apr 2032 15:12:13.693      3718.5702070    Jupiter         Umbra       1366          3718.5702070
19 Apr 2032 17:41:41.598    19 Apr 2032 18:43:41.114      3719.5161376    Jupiter         Umbra       1367          3719.5161376
19 Apr 2032 21:13:07.957    19 Apr 2032 22:15:08.143      3720.1864110    Jupiter         Umbra       1368          3720.1864110
20 Apr 2032 00:44:34.158    20 Apr 2032 01:46:34.701      3720.5427999    Jupiter         Umbra       1369          3720.5427999
20 Apr 2032 04:16:00.192    20 Apr 2032 05:18:00.804      3720.6120713    Jupiter         Umbra       1370          3720.6120713
20 Apr 2032 07:47:26.081    20 Apr 2032 08:49:26.564      3720.4828236    Jupiter         Umbra       1371          3720.4828236
20 Apr 2032 11:18:51.882    20 Apr 2032 12:20:52.168      3720.2856548    Jupiter         Umbra       1372          3720.2856548
20 Apr 2032 14:50:17.668    20 Apr 2032 15:52:17.830      3720.1616827    Jupiter         Umbra       1373          3720.1616827
20 Apr 2032 18:21:43.511    20 Apr 2032 19:23:43.738      3720.2270314    Jupiter         Umbra       1374          3720.2270314
20 Apr 2032 21:53:09.466    20 Apr 2032 22:55:10.010      3720.5440094    Jupiter         Umbra       1375          3720.5440094
21 Apr 2032 01:24:35.555    21 Apr 2032 02:26:36.663      3721.1077787    Jupiter         Umbra       1376          3721.1077787
21 Apr 2032 04:56:01.765    21 Apr 2032 05:58:03.616      3721.8515379    Jupiter         Umbra       1377          3721.8515379
21 Apr 2032 08:27:28.052    21 Apr 2032 09:29:30.719      3722.6673860    Jupiter         Umbra       1378          3722.6673860
21 Apr 2032 11:58:54.355    21 Apr 2032 13:00:57.791      3723.4362022    Jupiter         Umbra       1379          3723.4362022
21 Apr 2032 15:30:20.612    21 Apr 2032 16:32:24.670      3724.0586956    Jupiter         Umbra       1380          3724.0586956
21 Apr 2032 19:01:46.776    21 Apr 2032 20:03:51.257      3724.4808625    Jupiter         Umbra       1381          3724.4808625
21 Apr 2032 22:33:12.828    21 Apr 2032 23:35:17.536      3724.7085299    Jupiter         Umbra       1382          3724.7085299
22 Apr 2032 02:04:38.781    22 Apr 2032 03:06:43.587      3724.8060079    Jupiter         Umbra       1383          3724.8060079
22 Apr 2032 05:36:04.680    22 Apr 2032 06:38:09.559      3724.8795553    Jupiter         Umbra       1384          3724.8795553
22 Apr 2032 09:07:30.584    22 Apr 2032 10:09:35.632      3725.0477927    Jupiter         Umbra       1385          3725.0477927
22 Apr 2032 12:38:56.557    22 Apr 2032 13:41:01.966      3725.4081420    Jupiter         Umbra       1386          3725.4081420
22 Apr 2032 16:10:22.645    22 Apr 2032 17:12:28.654      3726.0088522    Jupiter         Umbra       1387          3726.0088522
22 Apr 2032 19:41:48.862    22 Apr 2032 20:43:55.698      3726.8361121    Jupiter         Umbra       1388          3726.8361121
22 Apr 2032 23:13:15.193    23 Apr 2032 00:15:23.012      3727.8190548    Jupiter         Umbra       1389          3727.8190548
23 Apr 2032 02:44:41.591    23 Apr 2032 03:46:50.441      3728.8499723    Jupiter         Umbra       1390          3728.8499723
23 Apr 2032 06:16:07.996    23 Apr 2032 07:18:17.809      3729.8135571    Jupiter         Umbra       1391          3729.8135571
23 Apr 2032 09:47:34.347    23 Apr 2032 10:49:44.965      3730.6176490    Jupiter         Umbra       1392          3730.6176490
23 Apr 2032 13:19:00.603    23 Apr 2032 14:21:11.821      3731.2181883    Jupiter         Umbra       1393          3731.2181883
23 Apr 2032 16:50:26.750    23 Apr 2032 17:52:38.382      3731.6327210    Jupiter         Umbra       1394          3731.6327210
23 Apr 2032 20:21:52.807    23 Apr 2032 21:24:04.746      3731.9390925    Jupiter         Umbra       1395          3731.9390925
23 Apr 2032 23:53:18.826    24 Apr 2032 00:55:31.084      3732.2580131    Jupiter         Umbra       1396          3732.2580131
24 Apr 2032 03:24:37.510    24 Apr 2032 03:24:44.877      7.3672471801    Jupiter         Penumbra    1397          3740.0895110
24 Apr 2032 03:24:44.877    24 Apr 2032 04:26:57.599      3732.7222638    Jupiter         Umbra       1397          3740.0895110
24 Apr 2032 06:56:11.029    24 Apr 2032 07:58:24.471      3733.4419818    Jupiter         Umbra       1398          3733.4419818
24 Apr 2032 10:27:37.335    24 Apr 2032 11:29:51.810      3734.4750355    Jupiter         Umbra       1399          3734.4750355
24 Apr 2032 13:59:03.815    24 Apr 2032 15:01:19.628      3735.8121498    Jupiter         Umbra       1400          3735.8121498
24 Apr 2032 17:30:30.454    24 Apr 2032 18:32:47.834      3737.3803852    Jupiter         Umbra       1401          3737.3803852
24 Apr 2032 21:01:57.203    24 Apr 2032 22:04:16.266      3739.0623767    Jupiter         Umbra       1402          3739.0623767
25 Apr 2032 00:33:23.995    25 Apr 2032 01:35:44.720      3740.7252461    Jupiter         Umbra       1403          3740.7252461
25 Apr 2032 04:04:50.759    25 Apr 2032 05:07:13.011      3742.2518761    Jupiter         Umbra       1404          3742.2518761
25 Apr 2032 07:36:17.439    25 Apr 2032 08:38:41.006      3743.5674726    Jupiter         Umbra       1405          3743.5674726
25 Apr 2032 11:07:44.003    25 Apr 2032 12:10:08.658      3744.6554451    Jupiter         Umbra       1406          3744.6554451
25 Apr 2032 14:39:10.453    25 Apr 2032 15:41:36.012      3745.5586475    Jupiter         Umbra       1407          3745.5586475
25 Apr 2032 18:10:36.822    25 Apr 2032 19:13:03.187      3746.3646693    Jupiter         Umbra       1408          3746.3646693
25 Apr 2032 21:42:03.160    25 Apr 2032 22:44:30.338      3747.1778602    Jupiter         Umbra       1409          3747.1778602
26 Apr 2032 01:13:29.523    26 Apr 2032 02:15:57.609      3748.0858403    Jupiter         Umbra       1410          3748.0858403
26 Apr 2032 04:44:55.951    26 Apr 2032 05:47:25.082      3749.1310526    Jupiter         Umbra       1411          3749.1310526
26 Apr 2032 08:16:22.456    26 Apr 2032 09:18:52.752      3750.2964122    Jupiter         Umbra       1412          3750.2964122
26 Apr 2032 11:47:49.018    26 Apr 2032 12:50:20.526      3751.5079438    Jupiter         Umbra       1413          3751.5079438
26 Apr 2032 15:19:15.588    26 Apr 2032 16:21:48.242      3752.6541092    Jupiter         Umbra       1414          3752.6541092
26 Apr 2032 18:50:42.104    26 Apr 2032 19:53:15.718      3753.6143955    Jupiter         Umbra       1415          3753.6143955
26 Apr 2032 22:22:08.501    26 Apr 2032 23:24:42.791      3754.2899281    Jupiter         Umbra       1416          3760.6263112
26 Apr 2032 23:24:42.791    26 Apr 2032 23:24:49.128      6.3363831025    Jupiter         Penumbra    1416          3760.6263112
27 Apr 2032 01:53:34.734    27 Apr 2032 02:56:09.363      3754.6294976    Jupiter         Umbra       1417          3754.6294976
27 Apr 2032 05:25:00.783    27 Apr 2032 06:27:35.428      3754.6449308    Jupiter         Umbra       1418          3754.6449308
27 Apr 2032 08:56:26.665    27 Apr 2032 09:59:01.077      3754.4113794    Jupiter         Umbra       1419          3754.4113794
27 Apr 2032 12:27:52.430    27 Apr 2032 13:30:26.482      3754.0512293    Jupiter         Umbra       1420          3754.0512293
27 Apr 2032 15:59:18.148    27 Apr 2032 17:01:51.852      3753.7047321    Jupiter         Umbra       1421          3753.7047321
27 Apr 2032 19:30:43.891    27 Apr 2032 20:33:17.386      3753.4948245    Jupiter         Umbra       1422          3753.4948245
27 Apr 2032 23:02:09.720    28 Apr 2032 00:04:43.217      3753.4965043    Jupiter         Umbra       1423          3753.4965043
28 Apr 2032 02:33:35.664    28 Apr 2032 03:36:09.385      3753.7201653    Jupiter         Umbra       1424          3753.7201653
28 Apr 2032 06:05:01.718    28 Apr 2032 07:07:35.831      3754.1130368    Jupiter         Umbra       1425          3754.1130368
28 Apr 2032 09:36:27.845    28 Apr 2032 10:39:02.422      3754.5767086    Jupiter         Umbra       1426          3754.5767086
28 Apr 2032 13:07:53.987    28 Apr 2032 14:10:28.982      3754.9950823    Jupiter         Umbra       1427          3754.9950823
28 Apr 2032 16:39:20.081    28 Apr 2032 17:41:55.346      3755.2652390    Jupiter         Umbra       1428          3755.2652390
28 Apr 2032 20:10:46.079    28 Apr 2032 21:13:21.403      3755.3243528    Jupiter         Umbra       1429          3755.3243528
28 Apr 2032 23:42:11.954    29 Apr 2032 00:44:47.121      3755.1666163    Jupiter         Umbra       1430          3755.1666163
29 Apr 2032 03:13:37.715    29 Apr 2032 04:16:12.561      3754.8456709    Jupiter         Umbra       1431          3754.8456709
29 Apr 2032 06:45:03.399    29 Apr 2032 07:47:37.860      3754.4610616    Jupiter         Umbra       1432          3754.4610616
29 Apr 2032 10:16:29.066    29 Apr 2032 11:19:03.198      3754.1313002    Jupiter         Umbra       1433          3754.1313002
29 Apr 2032 13:47:54.780    29 Apr 2032 14:50:28.741      3753.9605853    Jupiter         Umbra       1434          3753.9605853
29 Apr 2032 17:19:20.591    29 Apr 2032 18:21:54.600      3754.0092838    Jupiter         Umbra       1435          3754.0092838
29 Apr 2032 20:50:46.522    29 Apr 2032 21:53:20.800      3754.2780241    Jupiter         Umbra       1436          3754.2780241
30 Apr 2032 00:22:12.565    30 Apr 2032 01:24:47.274      3754.7091775    Jupiter         Umbra       1437          3754.7091775
30 Apr 2032 03:53:38.680    30 Apr 2032 04:56:13.883      3755.2037244    Jupiter         Umbra       1438          3755.2037244
30 Apr 2032 07:25:04.808    30 Apr 2032 08:27:40.457      3755.6487752    Jupiter         Umbra       1439          3755.6487752
30 Apr 2032 10:56:30.891    30 Apr 2032 11:59:06.839      3755.9481638    Jupiter         Umbra       1440          3755.9481638
30 Apr 2032 14:27:56.881    30 Apr 2032 15:30:32.929      3756.0485191    Jupiter         Umbra       1441          3756.0485191
30 Apr 2032 17:59:22.758    30 Apr 2032 19:01:58.714      3755.9555365    Jupiter         Umbra       1442          3755.9555365
30 Apr 2032 21:30:48.538    30 Apr 2032 22:33:24.274      3755.7361980    Jupiter         Umbra       1443          3755.7361980
01 May 2032 01:02:14.265    01 May 2032 02:04:49.770      3755.5045099    Jupiter         Umbra       1444          3755.5045099
01 May 2032 04:33:40.008    01 May 2032 05:36:15.402      3755.3934457    Jupiter         Umbra       1445          3755.3934457
01 May 2032 08:05:05.840    01 May 2032 09:07:41.360      3755.5205717    Jupiter         Umbra       1446          3755.5205717
01 May 2032 11:36:31.818    01 May 2032 12:39:07.775      3755.9573351    Jupiter         Umbra       1447          3755.9573351
01 May 2032 15:07:57.972    01 May 2032 16:10:34.683      3756.7110218    Jupiter         Umbra       1448          3756.7110218
01 May 2032 18:39:24.296    01 May 2032 19:42:02.021      3757.7243769    Jupiter         Umbra       1449          3757.7243769
01 May 2032 22:10:50.749    01 May 2032 23:13:29.641      3758.8918375    Jupiter         Umbra       1450          3758.8918375
02 May 2032 01:42:17.267    02 May 2032 02:44:57.353      3760.0860273    Jupiter         Umbra       1451          3760.0860273
02 May 2032 05:13:43.782    02 May 2032 06:16:24.971      3761.1885171    Jupiter         Umbra       1452          3761.1885171
02 May 2032 08:45:10.233    02 May 2032 09:47:52.350      3762.1173587    Jupiter         Umbra       1453          3762.1173587
02 May 2032 12:16:36.584    02 May 2032 13:19:19.429      3762.8450988    Jupiter         Umbra       1454          3762.8450988
02 May 2032 15:48:02.830    02 May 2032 16:50:46.233      3763.4035869    Jupiter         Umbra       1455          3763.4035869
02 May 2032 19:19:28.998    02 May 2032 20:22:12.871      3763.8725726    Jupiter         Umbra       1456          3763.8725726
02 May 2032 22:50:55.139    02 May 2032 23:53:39.493      3764.3541828    Jupiter         Umbra       1457          3764.3541828
03 May 2032 02:22:21.307    03 May 2032 03:25:06.247      3764.9405122    Jupiter         Umbra       1458          3764.9405122
03 May 2032 05:53:47.547    03 May 2032 06:56:33.231      3765.6841506    Jupiter         Umbra       1459          3765.6841506
03 May 2032 09:25:13.879    03 May 2032 10:28:00.460      3766.5806618    Jupiter         Umbra       1460          3766.5806618
03 May 2032 12:56:40.289    03 May 2032 13:59:27.857      3767.5680553    Jupiter         Umbra       1461          3767.5680553
03 May 2032 16:28:06.734    03 May 2032 17:30:55.277      3768.5427011    Jupiter         Umbra       1462          3768.5427011
03 May 2032 19:59:33.153    03 May 2032 21:02:22.539      3769.3858128    Jupiter         Umbra       1463          3769.3858128
03 May 2032 23:30:59.480    04 May 2032 00:33:49.473      3769.9931609    Jupiter         Umbra       1464          3769.9931609
04 May 2032 03:02:25.663    04 May 2032 04:05:15.966      3770.3025789    Jupiter         Umbra       1465          3770.3025789
04 May 2032 06:33:51.678    04 May 2032 07:36:41.989      3770.3115660    Jupiter         Umbra       1466          3770.3115660
04 May 2032 10:05:17.532    04 May 2032 11:08:07.613      3770.0809138    Jupiter         Umbra       1467          3770.0809138
04 May 2032 13:36:43.269    04 May 2032 14:39:32.991      3769.7222209    Jupiter         Umbra       1468          3769.7222209
04 May 2032 17:08:08.956    04 May 2032 18:10:58.327      3769.3716262    Jupiter         Umbra       1469          3769.3716262
04 May 2032 20:39:34.667    04 May 2032 21:42:23.822      3769.1553423    Jupiter         Umbra       1470          3769.1553423
05 May 2032 00:11:00.465    05 May 2032 01:13:49.623      3769.1580424    Jupiter         Umbra       1471          3769.1580424
05 May 2032 03:42:26.389    05 May 2032 04:45:15.792      3769.4035343    Jupiter         Umbra       1472          3769.4035343
05 May 2032 07:13:52.439    05 May 2032 08:16:42.292      3769.8524298    Jupiter         Umbra       1473          3769.8524298
05 May 2032 10:45:18.586    05 May 2032 11:48:09.002      3770.4161576    Jupiter         Umbra       1474          3770.4161576
05 May 2032 14:16:44.773    05 May 2032 15:19:35.756      3770.9825220    Jupiter         Umbra       1475          3770.9825220
05 May 2032 17:48:10.940    05 May 2032 18:51:02.385      3771.4458066    Jupiter         Umbra       1476          3771.4458066
05 May 2032 21:19:37.031    05 May 2032 22:22:28.765      3771.7343033    Jupiter         Umbra       1477          3771.7343033
06 May 2032 00:51:03.016    06 May 2032 01:53:54.846      3771.8293962    Jupiter         Umbra       1478          3771.8293962
06 May 2032 04:22:28.896    06 May 2032 05:25:20.667      3771.7714768    Jupiter         Umbra       1479          3771.7714768
06 May 2032 07:53:54.701    06 May 2032 08:56:46.351      3771.6497942    Jupiter         Umbra       1480          3771.6497942
06 May 2032 11:25:20.488    06 May 2032 12:28:12.066      3771.5782936    Jupiter         Umbra       1481          3771.5782936
06 May 2032 14:56:46.321    06 May 2032 15:59:37.985      3771.6634156    Jupiter         Umbra       1482          3771.6634156
06 May 2032 18:28:12.255    06 May 2032 19:31:04.229      3771.9738709    Jupiter         Umbra       1483          3771.9738709
06 May 2032 21:59:38.319    06 May 2032 23:02:30.841      3772.5219241    Jupiter         Umbra       1484          3772.5219241
07 May 2032 01:31:04.509    07 May 2032 02:33:57.770      3773.2611420    Jupiter         Umbra       1485          3773.2611420
07 May 2032 05:02:30.791    07 May 2032 06:05:24.891      3774.1001707    Jupiter         Umbra       1486          3774.1001707
07 May 2032 08:33:57.110    07 May 2032 09:36:52.038      3774.9279071    Jupiter         Umbra       1487          3774.9279071
07 May 2032 12:05:23.403    07 May 2032 13:08:19.046      3775.6431422    Jupiter         Umbra       1488          3775.6431422
07 May 2032 15:36:49.620    07 May 2032 16:39:45.801      3776.1816118    Jupiter         Umbra       1489          3776.1816118
07 May 2032 19:08:15.733    07 May 2032 20:11:12.268      3776.5346261    Jupiter         Umbra       1490          3776.5346261
07 May 2032 22:39:41.750    07 May 2032 23:42:38.505      3776.7547668    Jupiter         Umbra       1491          3776.7547668
08 May 2032 02:11:07.709    08 May 2032 03:14:04.654      3776.9448784    Jupiter         Umbra       1492          3776.9448784
08 May 2032 05:42:33.674    08 May 2032 06:45:30.907      3777.2334040    Jupiter         Umbra       1493          3777.2334040
08 May 2032 09:13:59.718    08 May 2032 10:16:57.459      3777.7407684    Jupiter         Umbra       1494          3777.7407684
08 May 2032 12:45:25.904    08 May 2032 13:48:24.452      3778.5478828    Jupiter         Umbra       1495          3778.5478828
08 May 2032 16:16:52.268    08 May 2032 17:19:51.943      3779.6752857    Jupiter         Umbra       1496          3779.6752857
08 May 2032 19:48:18.809    08 May 2032 20:51:19.888      3781.0792454    Jupiter         Umbra       1497          3781.0792454
08 May 2032 23:19:45.494    09 May 2032 00:22:48.158      3782.6642266    Jupiter         Umbra       1498          3782.6642266
09 May 2032 02:51:12.262    09 May 2032 03:54:16.569      3784.3071115    Jupiter         Umbra       1499          3784.3071115
09 May 2032 06:22:39.045    09 May 2032 07:25:44.932      3785.8867927    Jupiter         Umbra       1500          3785.8867927
09 May 2032 09:54:05.778    09 May 2032 10:57:13.090      3787.3123457    Jupiter         Umbra       1501          3787.3123457
09 May 2032 13:25:32.419    09 May 2032 14:28:40.962      3788.5434658    Jupiter         Umbra       1502          3788.5434658
09 May 2032 16:56:58.956    09 May 2032 18:00:08.554      3789.5981900    Jupiter         Umbra       1503          3789.5981900
09 May 2032 20:28:25.409    09 May 2032 21:31:35.954      3790.5451026    Jupiter         Umbra       1504          3790.5451026
09 May 2032 23:59:51.824    10 May 2032 01:03:03.305      3791.4808059    Jupiter         Umbra       1505          3791.4808059
10 May 2032 03:31:18.254    10 May 2032 04:34:30.753      3792.4986112    Jupiter         Umbra       1506          3792.4986112
10 May 2032 07:02:44.748    10 May 2032 08:05:58.406      3793.6582596    Jupiter         Umbra       1507          3793.6582596
10 May 2032 10:34:11.328    10 May 2032 11:37:26.294      3794.9656379    Jupiter         Umbra       1508          3794.9656379
10 May 2032 14:05:37.988    10 May 2032 15:08:54.357      3796.3689376    Jupiter         Umbra       1509          3796.3689376
10 May 2032 17:37:04.689    10 May 2032 18:40:22.460      3797.7710793    Jupiter         Umbra       1510          3797.7710793
10 May 2032 21:08:31.370    10 May 2032 22:11:50.424      3799.0536846    Jupiter         Umbra       1511          3799.0536846
11 May 2032 00:39:57.966    11 May 2032 01:43:18.072      3800.1064399    Jupiter         Umbra       1512          3800.1064399
11 May 2032 04:11:24.419    11 May 2032 05:14:45.274      3800.8550767    Jupiter         Umbra       1513          3800.8550767
11 May 2032 07:42:50.697    11 May 2032 08:46:11.979      3801.2814493    Jupiter         Umbra       1514          3801.2814493
11 May 2032 11:14:16.800    11 May 2032 12:17:38.231      3801.4305734    Jupiter         Umbra       1515          3801.4305734
11 May 2032 14:45:42.763    11 May 2032 15:49:04.165      3801.4019236    Jupiter         Umbra       1516          3801.4019236
11 May 2032 18:17:08.648    11 May 2032 19:20:29.974      3801.3258195    Jupiter         Umbra       1517          3801.3258195
11 May 2032 21:48:34.528    11 May 2032 22:51:55.858      3801.3302445    Jupiter         Umbra       1518          3801.3302445
12 May 2032 01:20:00.469    12 May 2032 02:23:21.977      3801.5084515    Jupiter         Umbra       1519          3801.5084515
12 May 2032 04:51:26.514    12 May 2032 05:54:48.411      3801.8968408    Jupiter         Umbra       1520          3801.8968408
12 May 2032 08:22:52.671    12 May 2032 09:26:15.141      3802.4690220    Jupiter         Umbra       1521          3802.4690220
12 May 2032 11:54:18.917    12 May 2032 12:57:42.063      3803.1462488    Jupiter         Umbra       1522          3803.1462488
12 May 2032 15:25:45.200    12 May 2032 16:29:09.021      3803.8207020    Jupiter         Umbra       1523          3803.8207020
12 May 2032 18:57:11.459    12 May 2032 20:00:35.844      3804.3844556    Jupiter         Umbra       1524          3804.3844556
12 May 2032 22:28:37.638    12 May 2032 23:32:02.395      3804.7576758    Jupiter         Umbra       1525          3804.7576758
13 May 2032 02:00:03.699    13 May 2032 03:03:28.608      3804.9099286    Jupiter         Umbra       1526          3804.9099286
13 May 2032 05:31:29.635    13 May 2032 06:34:54.504      3804.8691241    Jupiter         Umbra       1527          3804.8691241
13 May 2032 09:02:55.473    13 May 2032 10:06:20.188      3804.7149318    Jupiter         Umbra       1528          3804.7149318
13 May 2032 12:34:21.264    13 May 2032 13:37:45.822      3804.5573248    Jupiter         Umbra       1529          3804.5573248
13 May 2032 16:05:47.072    13 May 2032 17:09:11.578      3804.5056743    Jupiter         Umbra       1530          3804.5056743
13 May 2032 19:37:12.953    13 May 2032 20:40:37.591      3804.6377288    Jupiter         Umbra       1531          3804.6377288
13 May 2032 23:08:38.943    14 May 2032 00:12:03.922      3804.9783432    Jupiter         Umbra       1532          3804.9783432
14 May 2032 02:40:05.046    14 May 2032 03:43:30.540      3805.4936655    Jupiter         Umbra       1533          3805.4936655
14 May 2032 06:11:31.233    14 May 2032 07:14:57.335      3806.1018868    Jupiter         Umbra       1534          3806.1018868
14 May 2032 09:42:57.453    14 May 2032 10:46:24.149      3806.6958102    Jupiter         Umbra       1535          3806.6958102
14 May 2032 13:14:23.645    14 May 2032 14:17:50.817      3807.1718380    Jupiter         Umbra       1536          3807.1718380
14 May 2032 16:45:49.754    14 May 2032 17:49:17.212      3807.4574926    Jupiter         Umbra       1537          3807.4574926
14 May 2032 20:17:15.749    14 May 2032 21:20:43.281      3807.5324602    Jupiter         Umbra       1538          3807.5324602
14 May 2032 23:48:41.628    15 May 2032 00:52:09.066      3807.4372290    Jupiter         Umbra       1539          3807.4372290
15 May 2032 03:20:07.426    15 May 2032 04:23:34.692      3807.2658327    Jupiter         Umbra       1540          3807.2658327
15 May 2032 06:51:33.202    15 May 2032 07:55:00.345      3807.1435962    Jupiter         Umbra       1541          3807.1435962
