DALA_SatFine.Jupiter.Altitude   DALA_SatFine.ElapsedSecs   
1303.209370238139               120168139.7940531          
968.3398230730672               120168316.9569406          
763.6893863503356               120168493.583406           
698.5696514890296               120168669.9837153          
778.4296874041902               120168846.4665817          
1004.373586914429               120169023.341295           
1373.009293136274               120169200.9084727          
1876.676185764984               120169379.4657426          
2503.974295412248               120169559.3002668          
3240.526765999326               120169740.6898319          
4069.81992957124                120169923.8977838          
4974.094278423581               120170109.1822992          
5935.002760092058               120170296.7753479          
6934.30480611349                120170486.8976137          
7954.308649243671               120170679.7486893          
8978.249378550652               120170875.5107373          
9990.500128918124               120171074.3389833          
10976.8092441812                120171276.3731381          
11924.321528006                 120171481.7173045          
12821.70708058802               120171690.4480057          
13659.19553382506               120171902.6084365          
14428.63565505549               120172118.2133976          
15123.46750439408               120172337.235279           
15738.77260193606               120172559.6147451          
16271.21795259665               120172785.2436202          
16719.07329402663               120173013.9793741          
17082.13706595407               120173245.638809           
17361.6564005229                120173480.0028057          
17560.19279770296               120173716.807565           
17681.47370101308               120173955.7587842          
17730.18060237408               120174196.5253921          
17711.70657811468               120174438.7495913          
17631.87413403791               120174682.0485683          
17496.62802578318               120174926.0249105          
17311.72355825016               120175170.2661633          
17082.42954905299               120175414.3506502          
16813.25736421782               120175657.8601301          
16507.7573795077                120175900.3826259          
16168.39089350987               120176141.5184999          
15796.49644683235               120176380.885475           
15392.34131194734               120176618.1299957          
14955.28809406942               120176852.923463           
14484.0053861982                120177084.9779463          
13976.77328694459               120177314.0398275          
13431.78707394196               120177539.9008988          
12847.49981524871               120177762.3946885          
12222.93105356625               120177981.4004906          
11557.95967035442               120178196.8425351          
10853.56651001218               120178408.691342           
10112.04924425353               120178616.9590705          
9337.191391865854               120178821.6953833          
8534.347093578777               120179022.9930662          
7710.54895753102                120179220.9756677          
6874.510112889082               120179415.8019225          
6036.622114214508               120179607.6601795          
5208.939725142889               120179796.7556127          
4404.999276365081               120179983.3220004          
3639.651411576648               120180167.6137009          
2928.809074084609               120180349.8943564          
2289.002221283401               120180530.4443829          
1736.848798800464               120180709.5555147          
1288.377189244537               120180887.5260843          
958.2030163365853               120181064.6634892          
758.6613710632082               120181241.2755756          
698.9292178263713               120181417.6727279          
784.2993756374635               120181594.1656004          
1015.703192410248               120181771.0588423          
1389.586366622621               120181948.6576589          
1898.133988549816               120182127.2573729          
2529.822086416025               120182307.1456197          
3270.183531845425               120182488.6007597          
4102.632235073601               120182671.8833133          
5009.374463902364               120182857.2509013          
5972.059748379019               120183044.9357803          
6972.454682553725               120183235.1568171          
7992.912649659847               120183428.1160042          
9016.69049736025                120183623.9913097          
10028.22776257512               120183822.9408121          
11013.28829334422               120184025.0958537          
11959.09884974748               120184230.5644454          
12854.39326615244               120184439.4232565          
13689.46444232162               120184651.7155482          
14456.19279026451               120184867.4471211          
15148.11149469826               120185086.5977995          
15760.34161572474               120185309.1002212          
16289.62151632681               120185534.8482933          
16734.27733043263               120185763.6972406          
17094.1660788126                120185995.4642859          
17370.58070191575               120186229.9247277          
17566.13185698788               120186466.8133763          
17684.5893099564                120186705.8360614          
17730.66642122496               120186946.6621308          
17709.77696237208               120187188.9314916          
17627.75230463273               120187432.2638685          
17490.53687757587               120187676.2563906          
17303.87425722489               120187920.4959297          
17073.00558577506               120188164.5654084          
16802.41050533377               120188408.0446381          
16495.59893047382               120188650.5228051          
16154.98772992591               120188891.6019655          
15781.87904835101               120189130.89678            
15376.50821905567               120189368.0519222          
14938.19078572269               120189602.7497099          
14465.58688776812               120189834.6967137          
13956.96791768874               120190063.6409733          
13410.52913499423               120190289.3781528          
12824.73999737175               120190511.7426138          
12198.64768610199               120190730.6153888          
11532.16593971297               120190945.9232055          
10826.32552156228               120191157.6369259          
10083.48448115424               120191365.7683376          
9307.467523007828               120191570.3733043          
8503.696872283574               120191771.5440077          
7679.260331028214               120191969.4071538          
6842.945122718913               120192164.1200844          
6005.212788228513               120192355.8705601          
5178.166329934655               120192544.8672448          
4375.394341264415               120192731.3450668          
3611.811575570347               120192915.5544679          
2903.343568440672               120193097.7640805          
2266.533792116941               120193278.255134           
1717.996483692565               120193457.3184255          
1273.720262075731               120193635.2536358          
948.2584021096845               120193812.3648929          
753.8363373659085               120193988.9615267          
699.4943722318712               120194165.3548681          
790.3690731682436               120194341.8569276          
1027.225329782785               120194518.771681           
1406.342941325391               120194696.4035643          
1870.095573565879               120194859.4793344          
