Target: DALA_SatFine

Observer: Montegancedo
Start Time (UTC)            Stop Time (UTC)               Duration (s)         
04 Dec 2031 09:52:51.307    04 Dec 2031 17:28:08.368      27317.061122    
05 Dec 2031 09:49:50.564    05 Dec 2031 17:25:12.898      27322.333723    
06 Dec 2031 09:46:49.744    06 Dec 2031 17:22:17.645      27327.901211    
07 Dec 2031 09:43:48.915    07 Dec 2031 17:19:22.578      27333.663361    
08 Dec 2031 09:40:48.451    08 Dec 2031 17:16:27.661      27339.210752    
09 Dec 2031 09:37:49.718    09 Dec 2031 17:13:32.851      27343.133762    
10 Dec 2031 09:34:51.868    10 Dec 2031 17:10:38.089      27346.221366    
11 Dec 2031 09:31:53.545    11 Dec 2031 17:07:43.285      27349.740522    
12 Dec 2031 09:28:54.781    12 Dec 2031 17:04:48.283      27353.502164    
13 Dec 2031 09:25:55.680    13 Dec 2031 17:01:52.772      27357.091943    
14 Dec 2031 09:22:56.306    14 Dec 2031 16:58:56.194      27359.887954    
15 Dec 2031 09:19:56.696    15 Dec 2031 16:55:59.898      27363.201642    
16 Dec 2031 09:16:56.873    16 Dec 2031 16:53:05.915      27369.042118    
17 Dec 2031 09:13:56.848    17 Dec 2031 16:50:13.033      27376.184256    
18 Dec 2031 09:10:56.628    18 Dec 2031 16:47:20.672      27384.044452    
19 Dec 2031 09:07:56.213    19 Dec 2031 16:44:28.632      27392.418418    
20 Dec 2031 09:04:55.605    20 Dec 2031 16:41:36.818      27401.212284    
21 Dec 2031 09:01:54.805    21 Dec 2031 16:38:45.175      27410.370075    
22 Dec 2031 08:58:53.818    22 Dec 2031 16:35:53.664      27419.845384    
23 Dec 2031 08:55:52.676    23 Dec 2031 16:33:02.250      27429.574059    
24 Dec 2031 08:52:51.512    24 Dec 2031 16:30:10.898      27439.386018    
25 Dec 2031 08:49:51.042    25 Dec 2031 16:27:19.570      27448.527858    
26 Dec 2031 08:46:52.243    26 Dec 2031 16:24:28.216      27455.973265    
27 Dec 2031 08:43:53.332    27 Dec 2031 16:21:36.765      27463.432435    
28 Dec 2031 08:40:53.826    28 Dec 2031 16:18:45.104      27471.278533    
29 Dec 2031 08:37:53.837    29 Dec 2031 16:15:53.027      27479.189799    
30 Dec 2031 08:34:53.454    30 Dec 2031 16:13:00.099      27486.645456    
31 Dec 2031 08:31:52.727    31 Dec 2031 16:10:06.061      27493.334047    
01 Jan 2032 08:28:51.687    01 Jan 2032 16:07:13.621      27501.933467    
02 Jan 2032 08:25:50.355    02 Jan 2032 16:04:22.878      27512.522801    
03 Jan 2032 08:22:48.742    03 Jan 2032 16:01:32.795      27524.053259    
04 Jan 2032 08:19:46.855    04 Jan 2032 15:58:43.023      27536.168417    
05 Jan 2032 08:16:44.698    05 Jan 2032 15:55:53.423      27548.724617    
06 Jan 2032 08:13:42.275    06 Jan 2032 15:53:03.921      27561.645934    
07 Jan 2032 08:10:39.590    07 Jan 2032 15:50:14.470      27574.879678    
08 Jan 2032 08:07:36.659    08 Jan 2032 15:47:25.032      27588.372696    
09 Jan 2032 08:04:33.537    09 Jan 2032 15:44:35.571      27602.033271    
10 Jan 2032 08:01:30.480    10 Jan 2032 15:41:46.048      27615.568287    
11 Jan 2032 07:58:28.564    11 Jan 2032 15:38:56.418      27627.854178    
12 Jan 2032 07:55:27.598    12 Jan 2032 15:36:06.621      27639.023252    
13 Jan 2032 07:52:26.030    13 Jan 2032 15:33:16.568      27650.537950    
14 Jan 2032 07:49:23.831    14 Jan 2032 15:30:26.111      27662.279786    
15 Jan 2032 07:46:21.116    15 Jan 2032 15:27:34.961      27673.845405    
16 Jan 2032 07:43:17.953    16 Jan 2032 15:24:42.550      27684.597575    
17 Jan 2032 07:40:14.383    17 Jan 2032 15:21:49.793      27695.409835    
18 Jan 2032 07:37:10.434    18 Jan 2032 15:18:59.108      27708.673803    
19 Jan 2032 07:34:06.122    19 Jan 2032 15:16:09.408      27723.286308    
20 Jan 2032 07:31:01.458    20 Jan 2032 15:13:20.043      27738.585527    
21 Jan 2032 07:27:56.450    21 Jan 2032 15:10:30.787      27754.337718    
22 Jan 2032 07:24:51.103    22 Jan 2032 15:07:41.537      27770.434047    
23 Jan 2032 07:21:45.424    23 Jan 2032 15:04:52.233      27786.808976    
24 Jan 2032 07:18:39.422    24 Jan 2032 15:02:02.832      27803.410150    
25 Jan 2032 07:15:33.123    25 Jan 2032 14:59:13.298      27820.174763    
26 Jan 2032 07:12:26.625    26 Jan 2032 14:56:23.596      27836.971140    
27 Jan 2032 07:09:20.378    27 Jan 2032 14:53:33.688      27853.310408    
28 Jan 2032 07:06:15.483    28 Jan 2032 14:50:43.524      27868.041406    
29 Jan 2032 07:03:10.659    29 Jan 2032 14:47:53.037      27882.377572    
30 Jan 2032 07:00:05.077    30 Jan 2032 14:45:02.118      27897.040562    
31 Jan 2032 06:56:58.850    31 Jan 2032 14:42:10.573      27911.722459    
01 Feb 2032 06:53:52.079    01 Feb 2032 14:39:17.991      27925.911606    
02 Feb 2032 06:50:44.825    02 Feb 2032 14:36:23.918      27939.093299    
03 Feb 2032 06:47:37.123    03 Feb 2032 14:33:30.788      27953.665038    
04 Feb 2032 06:44:28.996    04 Feb 2032 14:30:39.271      27970.274885    
05 Feb 2032 06:41:20.460    05 Feb 2032 14:27:48.250      27987.790252    
06 Feb 2032 06:38:11.524    06 Feb 2032 14:24:57.322      28005.797622    
07 Feb 2032 06:35:02.197    07 Feb 2032 14:22:06.327      28024.130059    
08 Feb 2032 06:31:52.484    08 Feb 2032 14:19:15.182      28042.698633    
09 Feb 2032 06:28:42.390    09 Feb 2032 14:16:23.833      28061.442753    
10 Feb 2032 06:25:31.931    10 Feb 2032 14:13:32.238      28080.307155    
11 Feb 2032 06:22:21.146    11 Feb 2032 14:10:40.360      28099.214015    
12 Feb 2032 06:19:10.190    12 Feb 2032 14:07:48.161      28117.970469    
13 Feb 2032 06:15:59.766    13 Feb 2032 14:04:55.596      28135.829866    
14 Feb 2032 06:12:50.474    14 Feb 2032 14:02:02.610      28152.135942    
15 Feb 2032 06:09:40.645    15 Feb 2032 13:59:09.117      28168.472660    
16 Feb 2032 06:06:30.012    16 Feb 2032 13:56:14.981      28184.969093    
17 Feb 2032 06:03:18.715    17 Feb 2032 13:53:19.935      28201.220328    
18 Feb 2032 06:00:06.840    18 Feb 2032 13:50:23.419      28216.578896    
19 Feb 2032 05:56:54.441    19 Feb 2032 13:47:25.775      28231.334274    
20 Feb 2032 05:53:41.548    20 Feb 2032 13:44:29.809      28248.260682    
21 Feb 2032 05:50:28.182    21 Feb 2032 13:41:34.762      28266.579519    
22 Feb 2032 05:47:14.358    22 Feb 2032 13:38:39.858      28285.500159    
23 Feb 2032 05:44:00.084    23 Feb 2032 13:35:44.828      28304.744656    
24 Feb 2032 05:40:45.367    24 Feb 2032 13:32:49.554      28324.187025    
25 Feb 2032 05:37:30.215    25 Feb 2032 13:29:53.968      28343.753295    
26 Feb 2032 05:34:14.637    26 Feb 2032 13:26:58.024      28363.387079    
27 Feb 2032 05:30:58.656    27 Feb 2032 13:24:01.685      28383.028404    
28 Feb 2032 05:27:42.335    28 Feb 2032 13:21:04.913      28402.577711    
29 Feb 2032 05:24:25.913    29 Feb 2032 13:18:07.668      28421.754919    
01 Mar 2032 05:21:10.313    01 Mar 2032 13:15:09.903      28439.590387    
02 Mar 2032 05:17:55.343    02 Mar 2032 13:12:11.551      28456.208265    
03 Mar 2032 05:14:39.546    03 Mar 2032 13:09:12.511      28472.965540    
04 Mar 2032 05:11:22.935    04 Mar 2032 13:06:12.606      28489.670987    
05 Mar 2032 05:08:05.644    05 Mar 2032 13:03:11.471      28505.827573    
06 Mar 2032 05:04:47.749    06 Mar 2032 13:00:08.474      28520.724956    
07 Mar 2032 05:01:29.296    07 Mar 2032 12:57:05.281      28535.984932    
08 Mar 2032 04:58:10.312    08 Mar 2032 12:54:03.663      28553.351614    
09 Mar 2032 04:54:50.812    09 Mar 2032 12:51:02.446      28571.634751    
10 Mar 2032 04:51:30.807    10 Mar 2032 12:48:01.105      28590.297636    
11 Mar 2032 04:48:10.305    11 Mar 2032 12:44:59.439      28609.134672    
12 Mar 2032 04:44:49.310    12 Mar 2032 12:41:57.352      28628.042251    
13 Mar 2032 04:41:27.831    13 Mar 2032 12:38:54.784      28646.952790    
14 Mar 2032 04:38:05.880    14 Mar 2032 12:35:51.688      28665.808263    
15 Mar 2032 04:34:43.487    15 Mar 2032 12:32:48.026      28684.539212    
16 Mar 2032 04:31:20.741    16 Mar 2032 12:29:43.760      28703.018336    
17 Mar 2032 04:27:57.985    17 Mar 2032 12:26:38.844      28720.859364    
18 Mar 2032 04:24:36.216    18 Mar 2032 12:23:33.226      28737.010149    
19 Mar 2032 04:21:14.540    19 Mar 2032 12:20:26.829      28752.289055    
20 Mar 2032 04:17:51.900    20 Mar 2032 12:17:19.533      28767.632984    
21 Mar 2032 04:14:28.421    21 Mar 2032 12:14:11.116      28782.694315    
22 Mar 2032 04:11:04.227    22 Mar 2032 12:11:01.098      28796.870506    
23 Mar 2032 04:07:39.388    23 Mar 2032 12:07:49.047      28809.658738    
24 Mar 2032 04:04:13.945    24 Mar 2032 12:04:37.678      28823.733568    
25 Mar 2032 04:00:47.922    25 Mar 2032 12:01:27.412      28839.489858    
26 Mar 2032 03:57:21.338    26 Mar 2032 11:58:17.193      28855.855872    
27 Mar 2032 03:53:54.203    27 Mar 2032 11:55:06.638      28872.435111    
28 Mar 2032 03:50:26.526    28 Mar 2032 11:51:55.586      28889.059665    
29 Mar 2032 03:46:58.316    29 Mar 2032 11:48:43.953      28905.636642    
30 Mar 2032 03:43:29.583    30 Mar 2032 11:45:31.683      28922.100305    
31 Mar 2032 03:40:00.342    31 Mar 2032 11:42:18.732      28938.389804    
01 Apr 2032 03:36:30.633    01 Apr 2032 11:39:05.059      28954.426502    
02 Apr 2032 03:33:00.569    02 Apr 2032 11:35:50.624      28970.054678    
03 Apr 2032 03:29:30.598    03 Apr 2032 11:32:35.376      28984.777879    
04 Apr 2032 03:26:01.655    04 Apr 2032 11:29:19.255      28997.600043    
05 Apr 2032 03:22:32.392    05 Apr 2032 11:26:02.174      29009.781025    
06 Apr 2032 03:19:02.091    06 Apr 2032 11:22:43.987      29021.895977    
07 Apr 2032 03:15:30.913    07 Apr 2032 11:19:24.419      29033.505178    
08 Apr 2032 03:11:58.977    08 Apr 2032 11:16:02.873      29043.896827    
09 Apr 2032 03:08:26.344    09 Apr 2032 11:12:39.399      29053.054858    
10 Apr 2032 03:04:53.054    10 Apr 2032 11:09:17.041      29063.987328    
11 Apr 2032 03:01:19.130    11 Apr 2032 11:05:55.337      29076.207476    
12 Apr 2032 02:57:44.589    12 Apr 2032 11:02:33.413      29088.824243    
13 Apr 2032 02:54:09.442    13 Apr 2032 10:59:10.954      29101.512181    
14 Apr 2032 02:50:33.700    14 Apr 2032 10:55:47.824      29114.123104    
15 Apr 2032 02:46:57.372    15 Apr 2032 10:52:23.943      29126.570777    
16 Apr 2032 02:43:20.467    16 Apr 2032 10:48:59.259      29138.791946    
17 Apr 2032 02:39:43.007    17 Apr 2032 10:45:33.732      29150.725662    
18 Apr 2032 02:36:05.036    18 Apr 2032 10:42:07.324      29162.288220    
19 Apr 2032 02:32:26.692    19 Apr 2032 10:38:39.994      29173.301526    
20 Apr 2032 02:28:48.517    20 Apr 2032 10:35:11.695      29183.177871    
21 Apr 2032 02:25:11.331    21 Apr 2032 10:31:42.364      29191.032562    
22 Apr 2032 02:21:33.549    22 Apr 2032 10:28:11.907      29198.357741    
23 Apr 2032 02:17:54.665    23 Apr 2032 10:24:40.165      29205.499674    
24 Apr 2032 02:14:14.861    24 Apr 2032 10:21:06.816      29211.954170    
25 Apr 2032 02:10:34.254    25 Apr 2032 10:17:31.178      29216.923536    
26 Apr 2032 02:06:52.907    26 Apr 2032 10:13:53.806      29220.898130    
27 Apr 2032 02:03:10.860    27 Apr 2032 10:10:17.676      29226.815946    
28 Apr 2032 01:59:28.138    28 Apr 2032 10:06:41.930      29233.791971    
29 Apr 2032 01:55:44.756    29 Apr 2032 10:03:05.795      29241.039597    
30 Apr 2032 01:52:00.727    30 Apr 2032 09:59:28.992      29248.264986    
01 May 2032 01:48:16.059    01 May 2032 09:55:51.388      29255.328873    
02 May 2032 01:44:30.761    02 May 2032 09:52:12.909      29262.148053    
03 May 2032 01:40:44.843    03 May 2032 09:48:33.503      29268.660245    
04 May 2032 01:36:58.326    04 May 2032 09:44:53.129      29274.803801    
05 May 2032 01:33:11.259    05 May 2032 09:41:11.749      29280.490603    
06 May 2032 01:29:23.797    06 May 2032 09:37:29.322      29285.525672    
07 May 2032 01:25:36.540    07 May 2032 09:33:45.800      29289.259809    
08 May 2032 01:21:50.247    08 May 2032 09:30:01.116      29290.869373    
09 May 2032 01:18:03.209    09 May 2032 09:26:15.173      29291.963999    
10 May 2032 01:14:15.003    10 May 2032 09:22:27.797      29292.793767    
11 May 2032 01:10:25.827    11 May 2032 09:18:38.640      29292.813421    
12 May 2032 01:06:35.798    12 May 2032 09:14:46.972      29291.174305    
13 May 2032 01:02:44.984    13 May 2032 09:10:53.602      29288.617414    
14 May 2032 00:58:53.427    14 May 2032 09:07:01.496      29288.069274    
15 May 2032 00:55:01.151    15 May 2032 09:03:09.673      29288.522121    
16 May 2032 00:51:08.176    16 May 2032 08:59:17.386      29289.209862    
17 May 2032 00:47:14.515    17 May 2032 08:55:24.361      29289.845709    
18 May 2032 00:43:20.180    18 May 2032 08:51:30.474      29290.294378    
19 May 2032 00:39:25.182    19 May 2032 08:47:35.658      29290.475752    
20 May 2032 00:35:29.536    20 May 2032 08:43:39.866      29290.329780    
21 May 2032 00:31:33.268    21 May 2032 08:39:43.063      29289.795906    
22 May 2032 00:27:36.433    22 May 2032 08:35:45.218      29288.785295    
23 May 2032 00:23:39.196    23 May 2032 08:31:46.294      29287.098195    
24 May 2032 00:19:42.179    24 May 2032 08:27:46.247      29284.067586    
25 May 2032 00:15:46.194    25 May 2032 08:23:45.016      29278.821870    
26 May 2032 00:11:49.470    26 May 2032 08:19:42.504      29273.033329    
27 May 2032 00:07:51.548    27 May 2032 08:15:38.540      29266.991542    
28 May 2032 00:03:52.636    28 May 2032 08:11:32.776      29260.140680    
28 May 2032 23:59:52.860    29 May 2032 08:07:24.474      29251.614808    
29 May 2032 23:55:52.292    30 May 2032 08:03:14.293      29242.001552    
30 May 2032 23:51:50.976    31 May 2032 07:59:05.456      29234.479933    
31 May 2032 23:47:48.940    01 Jun 2032 07:54:57.050      29228.109659    
01 Jun 2032 23:43:46.206    02 Jun 2032 07:50:48.258      29222.052109    
02 Jun 2032 23:39:42.788    03 Jun 2032 07:46:38.785      29215.996702    
03 Jun 2032 23:35:38.703    04 Jun 2032 07:42:28.503      29209.800353    
04 Jun 2032 23:31:33.965    05 Jun 2032 07:38:17.346      29203.380541    
05 Jun 2032 23:27:28.593    06 Jun 2032 07:34:05.270      29196.677205    
06 Jun 2032 23:23:22.616    07 Jun 2032 07:29:52.247      29189.631496    
07 Jun 2032 23:19:16.093    08 Jun 2032 07:25:38.251      29182.158717    
08 Jun 2032 23:15:09.185    09 Jun 2032 07:21:23.256      29174.070137    
09 Jun 2032 23:11:02.493    10 Jun 2032 07:17:07.226      29164.732896    
10 Jun 2032 23:06:56.986    11 Jun 2032 07:12:50.112      29153.125970    
11 Jun 2032 23:02:50.927    12 Jun 2032 07:08:31.832      29140.905228    
12 Jun 2032 22:58:43.681    13 Jun 2032 07:04:12.237      29128.555534    
13 Jun 2032 22:54:35.469    14 Jun 2032 06:59:51.016      29115.547167    
14 Jun 2032 22:50:26.435    15 Jun 2032 06:55:27.482      29101.047192    
15 Jun 2032 22:46:16.663    16 Jun 2032 06:51:01.788      29085.124797    
16 Jun 2032 22:42:06.210    17 Jun 2032 06:46:37.514      29071.303787    
17 Jun 2032 22:37:55.112    18 Jun 2032 06:42:14.152      29059.040115    
18 Jun 2032 22:33:43.400    19 Jun 2032 06:37:50.718      29047.317990    
19 Jun 2032 22:29:31.098    20 Jun 2032 06:33:26.865      29035.766718    
20 Jun 2032 22:25:18.228    21 Jun 2032 06:29:02.452      29024.223702    
21 Jun 2032 22:21:04.811    22 Jun 2032 06:24:37.411      29012.599792    
22 Jun 2032 22:16:50.871    23 Jun 2032 06:20:11.705      29000.833636    
23 Jun 2032 22:12:36.441    24 Jun 2032 06:15:45.310      28988.868576    
24 Jun 2032 22:08:21.580    25 Jun 2032 06:11:18.207      28976.626953    
25 Jun 2032 22:04:06.434    26 Jun 2032 06:06:50.375      28963.941094    
26 Jun 2032 21:59:51.537    27 Jun 2032 06:02:21.790      28950.253315    
27 Jun 2032 21:55:38.048    28 Jun 2032 05:57:52.412      28934.364212    
28 Jun 2032 21:51:24.450    29 Jun 2032 05:53:22.174      28917.724335    
29 Jun 2032 21:47:09.778    30 Jun 2032 05:48:50.950      28901.171963    
30 Jun 2032 21:42:54.249    01 Jul 2032 05:44:18.480      28884.230298    
01 Jul 2032 21:38:38.030    02 Jul 2032 05:39:44.173      28866.143447    
02 Jul 2032 21:34:21.219    03 Jul 2032 05:35:07.603      28846.384274    
03 Jul 2032 21:30:03.884    04 Jul 2032 05:30:32.248      28828.364611    
04 Jul 2032 21:25:46.072    05 Jul 2032 05:25:58.598      28812.526575    
05 Jul 2032 21:21:27.821    06 Jul 2032 05:21:25.409      28797.588364    
06 Jul 2032 21:17:09.163    07 Jul 2032 05:16:52.233      28783.070399    
07 Jul 2032 21:12:50.126    08 Jul 2032 05:12:18.903      28768.777172    
08 Jul 2032 21:08:30.737    09 Jul 2032 05:07:45.347      28754.610013    
09 Jul 2032 21:04:11.026    10 Jul 2032 05:03:11.534      28740.507288    
10 Jul 2032 20:59:51.029    11 Jul 2032 04:58:37.446      28726.416998    
11 Jul 2032 20:55:30.804    12 Jul 2032 04:54:03.075      28712.271324    
12 Jul 2032 20:51:10.485    13 Jul 2032 04:49:28.413      28697.927542    
13 Jul 2032 20:46:50.523    14 Jul 2032 04:44:53.444      28682.920345    
14 Jul 2032 20:42:32.187    15 Jul 2032 04:40:18.141      28665.953697    
15 Jul 2032 20:38:14.434    16 Jul 2032 04:35:42.452      28648.018698    
16 Jul 2032 20:33:55.863    17 Jul 2032 04:31:06.275      28630.412079    
17 Jul 2032 20:29:36.655    18 Jul 2032 04:26:29.399      28612.744147    
18 Jul 2032 20:25:16.996    19 Jul 2032 04:21:51.345      28594.348974    
19 Jul 2032 20:20:57.002    20 Jul 2032 04:17:11.374      28574.371557    
20 Jul 2032 20:16:36.749    21 Jul 2032 04:12:32.070      28555.321551    
21 Jul 2032 20:12:16.290    22 Jul 2032 04:07:55.403      28539.113322    
22 Jul 2032 20:07:55.667    23 Jul 2032 04:03:19.928      28524.261562    
23 Jul 2032 20:03:34.914    24 Jul 2032 03:58:45.031      28510.116493    
24 Jul 2032 19:59:14.061    25 Jul 2032 03:54:10.491      28496.429483    
25 Jul 2032 19:54:53.135    26 Jul 2032 03:49:36.216      28483.081736    
26 Jul 2032 19:50:32.164    27 Jul 2032 03:45:02.166      28470.002563    
27 Jul 2032 19:46:11.184    28 Jul 2032 03:40:28.320      28457.135931    
28 Jul 2032 19:41:50.248    29 Jul 2032 03:35:54.664      28444.415283    
29 Jul 2032 19:37:29.474    30 Jul 2032 03:31:21.188      28431.713770    
30 Jul 2032 19:33:09.232    31 Jul 2032 03:26:47.877      28418.645028    
31 Jul 2032 19:28:50.766    01 Aug 2032 03:22:14.705      28403.939149    
01 Aug 2032 19:24:33.632    02 Aug 2032 03:17:41.626      28387.994022    
02 Aug 2032 19:20:16.032    03 Aug 2032 03:13:08.550      28372.517908    
03 Aug 2032 19:15:58.051    04 Aug 2032 03:08:35.301      28357.249336    
04 Aug 2032 19:11:39.891    05 Aug 2032 03:04:01.489      28341.597569    
05 Aug 2032 19:07:21.676    06 Aug 2032 02:59:26.342      28324.666346    
06 Aug 2032 19:03:03.485    07 Aug 2032 02:54:51.291      28307.805503    
07 Aug 2032 18:58:45.377    08 Aug 2032 02:50:19.509      28294.131237    
08 Aug 2032 18:54:27.397    09 Aug 2032 02:45:49.660      28282.263392    
09 Aug 2032 18:50:09.578    10 Aug 2032 02:41:20.928      28271.349272    
10 Aug 2032 18:45:51.954    11 Aug 2032 02:36:53.031      28261.076329    
11 Aug 2032 18:41:34.552    12 Aug 2032 02:32:25.852      28251.299880    
12 Aug 2032 18:37:17.400    13 Aug 2032 02:27:59.336      28241.935694    
13 Aug 2032 18:33:00.531    14 Aug 2032 02:23:33.451      28232.920216    
14 Aug 2032 18:28:43.991    15 Aug 2032 02:19:08.176      28224.184791    
15 Aug 2032 18:24:27.879    16 Aug 2032 02:14:43.491      28215.611596    
16 Aug 2032 18:20:12.505    17 Aug 2032 02:10:19.372      28206.867192    
17 Aug 2032 18:15:59.018    18 Aug 2032 02:05:55.786      28196.768136    
18 Aug 2032 18:11:47.447    19 Aug 2032 02:01:32.680      28185.232852    
19 Aug 2032 18:07:35.772    20 Aug 2032 01:57:09.964      28174.191623    
20 Aug 2032 18:03:23.957    21 Aug 2032 01:52:47.474      28163.517208    
21 Aug 2032 17:59:12.199    22 Aug 2032 01:48:24.868      28152.668118    
22 Aug 2032 17:55:00.622    23 Aug 2032 01:44:01.423      28140.800317    
23 Aug 2032 17:50:49.303    24 Aug 2032 01:39:37.801      28128.498498    
24 Aug 2032 17:46:38.294    25 Aug 2032 01:35:17.635      28119.341699    
25 Aug 2032 17:42:27.635    26 Aug 2032 01:30:59.909      28112.273648    
26 Aug 2032 17:38:17.359    27 Aug 2032 01:26:43.641      28106.282215    
27 Aug 2032 17:34:07.490    28 Aug 2032 01:22:28.495      28101.004945    
28 Aug 2032 17:29:58.053    29 Aug 2032 01:18:14.333      28096.279239    
29 Aug 2032 17:25:49.069    30 Aug 2032 01:14:01.082      28092.013061    
30 Aug 2032 17:21:40.564    31 Aug 2032 01:09:48.703      28088.139801    
31 Aug 2032 17:17:32.574    01 Sep 2032 01:05:37.166      28084.591702    
01 Sep 2032 17:13:25.184    02 Sep 2032 01:01:26.443      28081.258512    
02 Sep 2032 17:09:18.670    03 Sep 2032 00:57:16.506      28077.836211    
03 Sep 2032 17:05:14.109    04 Sep 2032 00:53:07.318      28073.209701    
04 Sep 2032 17:01:11.719    05 Sep 2032 00:48:58.823      28067.104278    
05 Sep 2032 16:57:09.447    06 Sep 2032 00:44:50.932      28061.485070    
