Target: DALA_SatFine

Observer: Montegancedo
Start Time (UTC)            Stop Time (UTC)               Duration (s)         
15 Oct 2031 12:26:15.508    15 Oct 2031 13:35:31.012      4155.5042092    
15 Oct 2031 14:07:41.067    15 Oct 2031 17:10:25.044      10963.976469    
15 Oct 2031 17:42:36.532    15 Oct 2031 20:03:00.428      8423.8966068    
16 Oct 2031 12:23:06.326    16 Oct 2031 14:39:51.444      8205.1188003    
16 Oct 2031 15:12:16.738    16 Oct 2031 18:14:46.340      10949.602061    
16 Oct 2031 18:47:14.326    16 Oct 2031 19:59:46.959      4352.6326977    
17 Oct 2031 12:41:51.934    17 Oct 2031 15:44:10.591      10938.657078    
17 Oct 2031 16:16:45.879    17 Oct 2031 19:19:03.980      10938.101175    
17 Oct 2031 19:51:40.010    17 Oct 2031 19:56:28.517      288.50693568    
18 Oct 2031 12:16:41.647    18 Oct 2031 13:13:33.517      3411.8696979    
18 Oct 2031 13:46:18.204    18 Oct 2031 16:48:27.650      10929.445678    
18 Oct 2031 17:21:14.172    18 Oct 2031 19:53:10.505      9116.3331265    
19 Oct 2031 12:13:33.116    19 Oct 2031 14:17:50.452      7457.3352652    
19 Oct 2031 14:50:46.519    19 Oct 2031 17:52:44.680      10918.161418    
19 Oct 2031 18:25:43.544    19 Oct 2031 19:49:58.667      5055.1229466    
20 Oct 2031 12:20:37.880    20 Oct 2031 15:22:15.161      10897.281272    
20 Oct 2031 15:55:36.275    20 Oct 2031 18:57:10.035      10893.759613    
20 Oct 2031 19:30:34.018    20 Oct 2031 19:46:42.818      968.80044322    
21 Oct 2031 12:07:12.000    21 Oct 2031 12:51:43.119      2671.1195988    
21 Oct 2031 13:25:21.063    21 Oct 2031 16:26:38.121      10877.058321    
21 Oct 2031 17:00:19.703    21 Oct 2031 19:43:25.575      9785.8720228    
22 Oct 2031 12:04:03.724    22 Oct 2031 13:56:09.212      6725.4885061    
22 Oct 2031 14:30:11.260    22 Oct 2031 17:31:03.813      10852.552864    
22 Oct 2031 18:05:08.113    22 Oct 2031 19:40:14.774      5706.6614175    
23 Oct 2031 12:00:57.002    23 Oct 2031 15:00:32.285      10775.283070    
23 Oct 2031 15:34:53.778    23 Oct 2031 18:35:27.473      10833.695487    
23 Oct 2031 19:09:52.334    23 Oct 2031 19:37:01.622      1629.2885707    
24 Oct 2031 11:57:46.216    24 Oct 2031 12:30:00.355      1934.1385429    
24 Oct 2031 13:04:34.761    24 Oct 2031 16:04:54.087      10819.325914    
24 Oct 2031 16:39:29.132    24 Oct 2031 19:33:45.469      10456.337852    
25 Oct 2031 11:54:37.944    25 Oct 2031 13:34:17.469      5979.5252475    
25 Oct 2031 14:09:00.744    25 Oct 2031 17:09:11.608      10810.863300    
25 Oct 2031 17:43:56.525    25 Oct 2031 19:30:35.198      6398.6733858    
26 Oct 2031 11:51:32.836    26 Oct 2031 14:38:33.839      10021.002756    
26 Oct 2031 15:13:25.045    26 Oct 2031 18:13:27.677      10802.632267    
26 Oct 2031 18:48:20.765    26 Oct 2031 19:27:24.731      2343.9661411    
27 Oct 2031 11:48:23.894    27 Oct 2031 12:08:00.688      1176.7939665    
27 Oct 2031 12:43:09.218    27 Oct 2031 15:42:55.418      10786.200192    
27 Oct 2031 16:18:06.742    27 Oct 2031 19:17:49.958      10783.216199    
28 Oct 2031 11:45:15.582    28 Oct 2031 13:12:20.895      5225.3130892    
28 Oct 2031 13:47:44.507    28 Oct 2031 16:47:15.321      10770.813848    
28 Oct 2031 17:22:41.664    28 Oct 2031 19:20:59.935      7098.2706429    
29 Oct 2031 11:42:11.691    29 Oct 2031 14:16:43.597      9271.9058543    
29 Oct 2031 14:52:26.815    29 Oct 2031 17:51:37.853      10751.037779    
29 Oct 2031 18:27:22.760    29 Oct 2031 19:17:51.977      3029.2170385    
30 Oct 2031 11:39:04.668    30 Oct 2031 11:46:08.996      424.32861649    
30 Oct 2031 12:22:04.154    30 Oct 2031 15:21:03.672      10739.517938    
30 Oct 2031 15:57:01.810    30 Oct 2031 18:55:58.470      10736.660095    
31 Oct 2031 11:35:56.486    31 Oct 2031 12:50:30.488      4474.0020460    
31 Oct 2031 13:26:40.785    31 Oct 2031 16:25:24.131      10723.345224    
31 Oct 2031 17:01:34.900    31 Oct 2031 19:11:29.013      7794.1129735    
01 Nov 2031 11:32:53.372    01 Nov 2031 13:54:46.554      8513.1814543    
01 Nov 2031 14:31:04.398    01 Nov 2031 17:29:40.631      10716.232946    
01 Nov 2031 18:06:00.234    01 Nov 2031 19:08:23.197      3742.9621707    
02 Nov 2031 12:00:34.962    02 Nov 2031 14:59:03.092      10708.130030    
02 Nov 2031 15:35:29.967    02 Nov 2031 18:33:56.896      10706.928321    
03 Nov 2031 11:26:40.503    03 Nov 2031 12:28:29.979      3709.4756828    
03 Nov 2031 13:05:15.985    03 Nov 2031 16:03:24.931      10688.946314    
03 Nov 2031 16:40:14.524    03 Nov 2031 19:02:02.446      8507.9219331    
04 Nov 2031 11:23:37.714    04 Nov 2031 13:32:52.276      7754.5619691    
04 Nov 2031 14:09:58.882    04 Nov 2031 17:07:46.963      10668.081550    
04 Nov 2031 17:44:57.008    04 Nov 2031 18:58:58.248      4441.2396552    
05 Nov 2031 11:39:52.642    05 Nov 2031 14:37:17.598      10644.956010    
05 Nov 2031 15:14:50.909    05 Nov 2031 18:12:12.405      10641.496570    
05 Nov 2031 18:49:48.604    05 Nov 2031 18:55:49.622      361.01812329    
06 Nov 2031 11:17:27.417    06 Nov 2031 12:06:45.911      2958.4935065    
06 Nov 2031 12:44:37.272    06 Nov 2031 15:41:40.999      10623.727314    
06 Nov 2031 16:19:36.325    06 Nov 2031 18:52:40.203      9183.8773531    
07 Nov 2031 11:14:24.553    07 Nov 2031 13:11:11.238      7006.6845298    
07 Nov 2031 13:49:26.211    07 Nov 2031 16:46:05.529      10599.318529    
07 Nov 2031 17:24:22.040    07 Nov 2031 18:49:37.030      5114.9900071    
08 Nov 2031 11:19:01.656    08 Nov 2031 14:15:30.813      10589.157147    
08 Nov 2031 14:53:58.553    08 Nov 2031 17:50:25.304      10586.751008    
08 Nov 2031 18:28:55.457    08 Nov 2031 18:46:30.860      1055.4027911    
09 Nov 2031 11:08:16.936    09 Nov 2031 11:44:56.233      2199.2965966    
09 Nov 2031 12:23:34.702    09 Nov 2031 15:19:50.129      10575.426840    
09 Nov 2031 15:58:30.023    09 Nov 2031 18:43:22.193      9892.1695357    
10 Nov 2031 11:05:13.735    10 Nov 2031 12:49:17.389      6243.6540641    
10 Nov 2031 13:28:15.726    10 Nov 2031 16:24:12.402      10556.676031    
10 Nov 2031 17:03:14.373    10 Nov 2031 18:40:19.493      5825.1203845    
11 Nov 2031 11:02:13.117    11 Nov 2031 13:53:39.933      10286.815770    
11 Nov 2031 14:32:57.657    11 Nov 2031 17:28:34.465      10536.807826    
11 Nov 2031 18:07:55.032    11 Nov 2031 18:37:15.826      1760.7939622    
12 Nov 2031 10:59:08.725    12 Nov 2031 11:23:09.117      1440.3923897    
12 Nov 2031 12:02:47.185    12 Nov 2031 14:58:03.971      10516.786051    
12 Nov 2031 15:37:44.914    12 Nov 2031 18:32:58.653      10513.738322    
13 Nov 2031 10:56:05.119    13 Nov 2031 12:27:30.927      5485.8086757    
13 Nov 2031 13:07:25.575    13 Nov 2031 16:02:25.647      10500.071725    
13 Nov 2031 16:42:23.364    13 Nov 2031 18:31:05.630      6522.2660072    
14 Nov 2031 10:53:05.373    14 Nov 2031 13:31:54.340      9528.9673001    
14 Nov 2031 14:12:08.145    14 Nov 2031 17:06:48.470      10480.324540    
14 Nov 2031 17:47:03.212    14 Nov 2031 18:28:04.341      2461.1291635    
15 Nov 2031 10:50:02.449    15 Nov 2031 11:01:17.938      675.48895392    
15 Nov 2031 11:41:37.166    15 Nov 2031 14:36:12.045      10474.878820    
15 Nov 2031 15:16:32.872    15 Nov 2031 18:11:06.226      10473.353358    
16 Nov 2031 10:46:58.574    16 Nov 2031 12:05:36.012      4717.4381420    
16 Nov 2031 12:46:03.635    16 Nov 2031 15:40:29.650      10466.014941    
16 Nov 2031 16:20:57.898    16 Nov 2031 18:21:55.443      7257.5452065    
17 Nov 2031 10:43:59.281    17 Nov 2031 13:09:54.882      8755.6015876    
17 Nov 2031 13:50:37.003    17 Nov 2031 16:44:49.676      10452.673268    
17 Nov 2031 17:25:35.107    17 Nov 2031 18:18:56.196      3201.0887746    
18 Nov 2031 11:20:20.308    18 Nov 2031 14:14:16.636      10436.327820    
18 Nov 2031 14:55:16.924    18 Nov 2031 17:49:11.055      10434.131310    
19 Nov 2031 10:37:53.939    19 Nov 2031 11:43:45.502      3951.5633765    
19 Nov 2031 12:25:06.384    19 Nov 2031 15:18:40.488      10414.104329    
19 Nov 2031 16:00:04.726    19 Nov 2031 18:12:48.903      7964.1762151    
20 Nov 2031 10:34:54.650    20 Nov 2031 12:48:08.533      7993.8827252    
20 Nov 2031 13:29:49.349    20 Nov 2031 16:23:03.411      10394.061845    
20 Nov 2031 17:04:47.766    20 Nov 2031 18:09:51.178      3903.4116273    
21 Nov 2031 10:59:42.639    21 Nov 2031 13:52:34.110      10371.471492    
21 Nov 2031 14:34:40.129    21 Nov 2031 17:27:28.744      10368.614781    
22 Nov 2031 10:28:50.970    22 Nov 2031 11:22:00.465      3189.4949159    
22 Nov 2031 12:04:17.651    22 Nov 2031 14:56:54.980      10357.329482    
22 Nov 2031 15:39:14.621    22 Nov 2031 18:03:45.947      8671.3262010    
23 Nov 2031 10:25:51.278    23 Nov 2031 12:26:21.932      7230.6542420    
23 Nov 2031 13:08:54.368    23 Nov 2031 16:01:16.060      10341.692459    
23 Nov 2031 16:43:49.901    23 Nov 2031 18:00:49.134      4619.2334940    
24 Nov 2031 10:38:35.262    24 Nov 2031 13:30:43.360      10328.098408    
24 Nov 2031 14:13:34.251    24 Nov 2031 17:05:38.499      10324.248561    
24 Nov 2031 17:48:33.378    24 Nov 2031 17:57:48.899      555.52089361    
25 Nov 2031 10:19:49.371    25 Nov 2031 11:00:13.135      2423.7636419    
25 Nov 2031 11:43:23.958    25 Nov 2031 14:35:07.780      10303.822342    
25 Nov 2031 15:18:21.270    25 Nov 2031 17:54:46.469      9385.1981651    
26 Nov 2031 10:16:49.005    26 Nov 2031 12:04:37.918      6468.9123122    
26 Nov 2031 12:48:13.367    26 Nov 2031 15:39:33.141      10279.773073    
26 Nov 2031 16:23:12.281    26 Nov 2031 17:51:49.969      5317.6882111    
27 Nov 2031 10:18:00.612    27 Nov 2031 13:09:02.263      10261.651047    
27 Nov 2031 13:52:58.241    27 Nov 2031 16:43:57.160      10258.919559    
27 Nov 2031 17:27:56.353    27 Nov 2031 17:48:51.973      1255.6191959    
28 Nov 2031 10:10:48.842    28 Nov 2031 10:38:33.103      1664.2611280    
28 Nov 2031 11:22:50.370    28 Nov 2031 14:13:28.062      10237.692323    
28 Nov 2031 14:57:47.877    28 Nov 2031 17:45:50.293      10082.415401    
29 Nov 2031 10:07:47.727    29 Nov 2031 11:42:54.456      5706.7293380    
29 Nov 2031 12:27:22.684    29 Nov 2031 15:17:48.831      10226.147338    
29 Nov 2031 16:02:18.746    29 Nov 2031 17:42:53.639      6034.8936947    
30 Nov 2031 10:04:50.002    30 Nov 2031 12:47:15.027      9745.0252065    
30 Nov 2031 13:31:53.551    30 Nov 2031 16:22:08.999      10215.448411    
30 Nov 2031 17:06:48.035    30 Nov 2031 17:39:57.789      1989.7534941    
01 Dec 2031 10:01:49.098    01 Dec 2031 10:16:39.716      890.61874095    
01 Dec 2031 11:01:25.985    01 Dec 2031 13:51:34.386      10208.401108    
01 Dec 2031 14:36:23.475    01 Dec 2031 17:26:29.186      10205.711344    
02 Dec 2031 09:58:47.348    02 Dec 2031 11:21:02.575      4935.2263422    
02 Dec 2031 12:06:06.483    02 Dec 2031 14:55:56.962      10190.478922    
02 Dec 2031 15:41:02.620    02 Dec 2031 17:34:00.151      6777.5316086    
03 Dec 2031 09:55:49.745    03 Dec 2031 12:25:25.287      8975.5420437    
03 Dec 2031 13:10:47.563    03 Dec 2031 16:00:20.310      10172.746903    
03 Dec 2031 16:45:45.739    03 Dec 2031 17:31:06.158      2720.4186487    
04 Dec 2031 09:52:49.866    04 Dec 2031 09:54:54.008      124.14177347    
04 Dec 2031 10:40:31.239    04 Dec 2031 13:29:48.623      10157.383492    
04 Dec 2031 14:15:28.179    04 Dec 2031 17:04:43.352      10155.172487    
05 Dec 2031 09:49:47.747    05 Dec 2031 10:59:18.921      4171.1745106    
05 Dec 2031 11:45:18.382    05 Dec 2031 14:34:13.979      10135.597415    
05 Dec 2031 15:20:16.248    05 Dec 2031 17:25:09.534      7493.2863620    
06 Dec 2031 09:46:49.856    06 Dec 2031 12:03:41.237      8211.3803240    
06 Dec 2031 12:49:53.493    06 Dec 2031 15:38:35.732      10122.238188    
06 Dec 2031 16:24:49.882    06 Dec 2031 17:22:16.914      3447.0314898    
07 Dec 2031 10:19:33.414    07 Dec 2031 13:08:03.331      10109.917600    
07 Dec 2031 13:54:29.152    07 Dec 2031 16:42:57.616      10108.464100    
08 Dec 2031 09:40:48.751    08 Dec 2031 10:37:29.542      3400.7912231    
08 Dec 2031 11:24:05.644    08 Dec 2031 14:12:24.437      10098.793409    
08 Dec 2031 14:59:03.787    08 Dec 2031 17:16:21.773      8237.9855961    
09 Dec 2031 09:37:50.201    09 Dec 2031 11:41:54.786      7444.5847333    
09 Dec 2031 12:28:53.469    09 Dec 2031 15:16:49.576      10076.107425    
09 Dec 2031 16:03:50.740    09 Dec 2031 17:13:29.916      4179.1761878    
10 Dec 2031 09:58:41.958    10 Dec 2031 12:46:19.944      10057.985497    
10 Dec 2031 13:33:41.360    10 Dec 2031 16:21:15.355      10053.995370    
10 Dec 2031 17:08:40.712    10 Dec 2031 17:10:34.353      113.64128476    
11 Dec 2031 09:31:50.136    11 Dec 2031 10:15:51.196      2641.0600939    
11 Dec 2031 11:03:32.220    11 Dec 2031 13:50:46.171      10033.950596    
11 Dec 2031 14:38:30.024    11 Dec 2031 17:07:36.768      8946.7438350    
12 Dec 2031 09:28:50.665    12 Dec 2031 11:20:18.324      6687.6590323    
12 Dec 2031 12:08:24.875    12 Dec 2031 14:55:13.766      10008.890296    
12 Dec 2031 15:43:23.791    12 Dec 2031 17:04:45.049      4881.2583791    
13 Dec 2031 09:38:09.252    13 Dec 2031 12:24:43.116      9993.8646748    
13 Dec 2031 13:13:05.646    13 Dec 2031 15:59:37.825      9992.1792654    
13 Dec 2031 16:48:02.285    13 Dec 2031 17:01:51.469      829.18403721    
14 Dec 2031 09:22:51.639    14 Dec 2031 09:54:11.978      1880.3388737    
14 Dec 2031 10:42:46.903    14 Dec 2031 13:29:06.585      9979.6823808    
14 Dec 2031 14:17:42.809    14 Dec 2031 16:58:54.314      9671.5055282    
15 Dec 2031 09:19:51.154    15 Dec 2031 10:58:33.050      5921.8965556    
15 Dec 2031 11:47:16.585    15 Dec 2031 14:33:27.830      9971.2449555    
15 Dec 2031 15:22:13.827    15 Dec 2031 16:56:02.214      5628.3872394    
16 Dec 2031 09:17:02.410    16 Dec 2031 12:02:57.691      9955.2811126    
16 Dec 2031 12:51:59.161    16 Dec 2031 15:37:52.389      9953.2278000    
16 Dec 2031 16:26:55.594    16 Dec 2031 16:53:10.527      1574.9332813    
17 Dec 2031 09:13:52.977    17 Dec 2031 09:32:26.348      1113.3715058    
17 Dec 2031 10:21:40.864    17 Dec 2031 13:07:21.483      9940.6189549    
17 Dec 2031 13:56:39.064    17 Dec 2031 16:42:16.678      9937.6137917    
18 Dec 2031 09:10:51.554    18 Dec 2031 10:36:51.654      5160.1004878    
18 Dec 2031 11:26:23.987    18 Dec 2031 14:11:46.411      9922.4233629    
18 Dec 2031 15:01:20.612    18 Dec 2031 16:47:21.349      6360.7369472    
19 Dec 2031 09:07:53.882    19 Dec 2031 11:41:17.054      9203.1715070    
19 Dec 2031 12:31:08.400    19 Dec 2031 15:16:12.353      9903.9535048    
19 Dec 2031 16:06:06.610    19 Dec 2031 16:44:31.269      2304.6594121    
20 Dec 2031 09:04:53.851    20 Dec 2031 09:10:46.624      352.77217124    
20 Dec 2031 10:00:49.278    20 Dec 2031 12:45:41.164      9891.8864925    
20 Dec 2031 13:35:44.954    20 Dec 2031 16:20:35.737      9890.7826958    
21 Dec 2031 09:01:51.714    21 Dec 2031 10:15:09.463      4397.7492818    
21 Dec 2031 11:05:22.993    21 Dec 2031 13:50:04.081      9881.0885036    
21 Dec 2031 14:40:18.738    21 Dec 2031 16:38:42.438      7103.6995657    
22 Dec 2031 08:58:53.487    22 Dec 2031 11:19:30.433      8436.9459432    
22 Dec 2031 12:09:50.620    22 Dec 2031 14:54:25.149      9874.5291906    
22 Dec 2031 15:44:47.436    22 Dec 2031 16:35:53.483      3066.0471407    
23 Dec 2031 09:39:36.214    23 Dec 2031 12:23:55.438      9859.2246386    
23 Dec 2031 13:14:33.372    23 Dec 2031 15:58:50.311      9856.9392494    
24 Dec 2031 08:52:51.481    24 Dec 2031 09:53:25.009      3633.5279775    
24 Dec 2031 10:44:16.997    24 Dec 2031 13:28:20.316      9843.3184661    
24 Dec 2031 14:19:15.637    24 Dec 2031 16:30:05.433      7849.7961048    
25 Dec 2031 08:49:52.354    25 Dec 2031 10:57:52.288      7679.9345676    
25 Dec 2031 11:49:05.764    25 Dec 2031 14:32:47.373      9821.6089247    
25 Dec 2031 15:24:03.270    25 Dec 2031 16:27:16.982      3793.7121488    
26 Dec 2031 09:18:56.474    26 Dec 2031 12:02:19.876      9803.4018739    
26 Dec 2031 12:53:56.110    26 Dec 2031 15:37:15.586      9799.4758673    
27 Dec 2031 08:43:50.683    27 Dec 2031 09:31:52.227      2881.5441942    
27 Dec 2031 10:23:45.093    27 Dec 2031 13:06:47.199      9782.1054878    
27 Dec 2031 13:58:41.904    27 Dec 2031 16:21:30.205      8568.3016586    
28 Dec 2031 08:40:50.406    28 Dec 2031 10:36:17.863      6927.4565429    
28 Dec 2031 11:28:26.081    28 Dec 2031 14:11:12.915      9766.8337472    
28 Dec 2031 15:03:22.960    28 Dec 2031 16:18:41.617      4518.6566808    
29 Dec 2031 08:58:02.677    29 Dec 2031 11:40:41.339      9758.6621252    
29 Dec 2031 12:32:59.088    29 Dec 2031 15:15:36.254      9757.1660372    
29 Dec 2031 16:07:56.095    29 Dec 2031 16:15:50.859      474.76428577    
30 Dec 2031 08:34:49.107    30 Dec 2031 09:10:12.594      2123.4871343    
30 Dec 2031 10:02:46.190    30 Dec 2031 12:45:07.801      9741.6116167    
30 Dec 2031 13:37:43.679    30 Dec 2031 16:12:56.560      9312.8806145    
31 Dec 2031 08:31:47.577    31 Dec 2031 10:14:38.104      6170.5269700    
31 Dec 2031 11:07:26.630    31 Dec 2031 13:49:33.426      9726.7951549    
31 Dec 2031 14:42:24.840    31 Dec 2031 16:10:07.309      5262.4695859    
01 Jan 2032 08:37:15.822    01 Jan 2032 11:19:05.640      9709.8176507    
01 Jan 2032 12:12:13.003    01 Jan 2032 14:54:00.722      9707.7185289    
01 Jan 2032 15:47:09.968    01 Jan 2032 16:07:18.150      1208.1820450    
02 Jan 2032 08:25:46.515    02 Jan 2032 08:48:36.966      1370.4516763    
02 Jan 2032 09:41:58.824    02 Jan 2032 12:23:32.556      9693.7324734    
02 Jan 2032 13:16:57.628    02 Jan 2032 15:58:28.172      9690.5438472    
03 Jan 2032 08:22:43.794    03 Jan 2032 09:53:04.564      5420.7703422    
03 Jan 2032 10:46:42.944    03 Jan 2032 13:27:59.436      9676.4922116    
03 Jan 2032 14:21:38.947    03 Jan 2032 16:01:34.042      5995.0950937    
04 Jan 2032 08:19:44.465    04 Jan 2032 10:57:29.175      9464.7102300    
04 Jan 2032 11:51:17.555    04 Jan 2032 14:32:24.118      9666.5629447    
04 Jan 2032 15:26:13.708    04 Jan 2032 15:58:46.225      1952.5173767    
05 Jan 2032 08:16:42.681    05 Jan 2032 08:26:57.122      614.44147588    
05 Jan 2032 09:20:49.204    05 Jan 2032 12:01:51.661      9662.4573186    
05 Jan 2032 12:55:44.451    05 Jan 2032 15:36:46.331      9661.8799662    
06 Jan 2032 08:13:38.976    06 Jan 2032 09:31:21.696      4662.7198793    
06 Jan 2032 10:25:25.549    06 Jan 2032 13:06:16.808      9651.2583971    
06 Jan 2032 14:00:22.438    06 Jan 2032 15:53:01.815      6759.3767992    
07 Jan 2032 08:10:38.919    07 Jan 2032 10:35:46.480      8707.5614042    
07 Jan 2032 11:30:01.479    07 Jan 2032 14:10:41.681      9640.2016388    
07 Jan 2032 15:04:59.029    07 Jan 2032 15:50:14.869      2715.8399890    
08 Jan 2032 08:59:48.804    08 Jan 2032 11:40:13.923      9625.1194598    
08 Jan 2032 12:34:46.022    08 Jan 2032 15:15:09.084      9623.0617468    
09 Jan 2032 08:04:33.023    09 Jan 2032 09:09:45.616      3912.5931839    
09 Jan 2032 10:04:31.636    09 Jan 2032 12:44:41.317      9609.6808434    
09 Jan 2032 13:39:30.626    09 Jan 2032 15:44:30.567      7499.9418769    
10 Jan 2032 08:01:31.914    10 Jan 2032 10:14:14.913      7962.9987308    
10 Jan 2032 11:09:20.200    10 Jan 2032 13:49:10.097      9589.8979663    
10 Jan 2032 14:44:17.022    10 Jan 2032 15:41:43.866      3446.8435124    
11 Jan 2032 08:39:02.976    11 Jan 2032 11:18:41.678      9578.7027456    
11 Jan 2032 12:14:00.485    11 Jan 2032 14:53:37.008      9576.5228672    
12 Jan 2032 07:55:25.792    12 Jan 2032 08:48:12.029      3166.2374329    
12 Jan 2032 09:43:38.589    12 Jan 2032 12:23:06.898      9568.3090941    
12 Jan 2032 13:18:34.594    12 Jan 2032 15:36:00.128      8245.5341074    
13 Jan 2032 07:52:23.378    13 Jan 2032 09:52:38.828      7215.4505451    
13 Jan 2032 10:48:20.097    13 Jan 2032 13:27:34.328      9554.2310832    
13 Jan 2032 14:23:17.959    13 Jan 2032 15:33:13.002      4195.0432556    
14 Jan 2032 08:18:03.926    14 Jan 2032 10:57:06.067      9542.1411625    
14 Jan 2032 11:53:01.479    14 Jan 2032 14:32:01.522      9540.0422300    
14 Jan 2032 15:27:59.467    14 Jan 2032 15:30:23.386      143.91966483    
15 Jan 2032 07:46:17.071    15 Jan 2032 08:26:39.936      2422.8650574    
15 Jan 2032 09:22:52.004    15 Jan 2032 12:01:35.488      9523.4835766    
15 Jan 2032 12:57:49.813    15 Jan 2032 15:27:30.234      8980.4206891    
16 Jan 2032 07:43:13.211    16 Jan 2032 09:31:08.360      6475.1491856    
16 Jan 2032 10:27:36.500    16 Jan 2032 13:06:04.181      9507.6810509    
16 Jan 2032 14:02:35.457    16 Jan 2032 15:24:42.126      4926.6689153    
17 Jan 2032 07:57:28.724    17 Jan 2032 10:35:38.829      9490.1048921    
17 Jan 2032 11:32:25.957    17 Jan 2032 14:10:34.161      9488.2039255    
17 Jan 2032 15:07:22.788    17 Jan 2032 15:21:53.757      870.96888651    
18 Jan 2032 07:37:06.604    18 Jan 2032 08:05:10.604      1684.0000900    
18 Jan 2032 09:02:07.179    18 Jan 2032 11:40:06.000      9478.8208417    
18 Jan 2032 12:37:04.322    18 Jan 2032 15:15:01.360      9477.0373376    
19 Jan 2032 07:34:01.316    19 Jan 2032 09:09:36.408      5735.0919054    
19 Jan 2032 10:06:39.890    19 Jan 2032 12:44:31.171      9471.2808479    
19 Jan 2032 13:41:35.047    19 Jan 2032 15:16:11.171      5676.1243761    
20 Jan 2032 07:36:17.172    20 Jan 2032 10:14:02.019      9464.8470610    
20 Jan 2032 11:11:14.379    20 Jan 2032 13:48:57.379      9462.9991632    
20 Jan 2032 14:46:11.396    20 Jan 2032 15:13:23.799      1632.4029813    
21 Jan 2032 07:27:54.180    21 Jan 2032 07:43:33.007      938.82726731    
21 Jan 2032 08:40:52.758    21 Jan 2032 11:18:28.106      9455.3480800    
21 Jan 2032 12:15:49.146    21 Jan 2032 14:53:23.313      9454.1669703    
22 Jan 2032 07:24:47.639    22 Jan 2032 08:48:00.739      4993.0998540    
22 Jan 2032 09:45:33.615    22 Jan 2032 12:22:56.165      9442.5502108    
22 Jan 2032 13:20:30.698    22 Jan 2032 15:07:40.093      6429.3943228    
23 Jan 2032 07:21:44.498    23 Jan 2032 09:52:28.073      9043.5749451    
23 Jan 2032 10:50:12.284    23 Jan 2032 13:27:23.721      9431.4370456    
